,Loan ID,Loan Grade,Term (months),Origination Date,Interest Rate,APR,Origination Fee,Loan Size,Outstanding Principal,Days Late,Delinquency Status,Charged Off Amount,Charged Off Date
17156,L26797,C,36,2016-02-25,15.25,17.28,196.7,7000.0,0.0,0,Matured,,
33720,L33723,A,36,2016-06-10,5.34,9.24,296.8,5300.0,3482.46,0,Current,,
49590,L52515,A,60,2017-01-30,10.66,13.2,700.0,12500.0,11509.86,0,Current,,
24361,L22917,E,60,2016-01-06,26.55,29.2,300.0,6000.0,4926.95,0,Current,,
31345,L30841,E,36,2016-04-15,26.05,29.97,165.0,3300.0,0.0,139,Charged Off,2906.29,2017-07-14
43039,L45344,E,36,2016-11-02,25.07,29.79,378.0,6300.0,0.0,242,Charged Off,6952.69,2017-04-02
1505,L1231,A,36,2014-09-30,8.55,11.35,400.0,10000.0,937.19,0,Current,,
8034,L6526,A,36,2015-04-28,6.73,10.22,500.0,10000.0,0.0,0,Matured,,
67258,L73923,E,60,2017-06-16,17.52,20.44,234.0,3900.0,3858.12,0,Current,,
1969,L1509,B,36,2014-10-09,9.73,13.28,500.0,10000.0,0.0,114,Charged Off,3113.28,2017-06-10
44286,L46059,B,36,2016-11-10,9.85,13.85,492.8,8800.0,7043.35,0,Current,,
63335,L69011,D,60,2017-05-25,15.51,18.44,1101.78,18000.0,17597.63,0,Current,,
47537,L49528,C,36,2016-12-19,13.83,18.23,354.0,5900.0,4933.01,0,Current,,
6450,L5474,A,36,2015-03-30,7.06,10.55,200.0,4000.0,0.0,0,Matured,,
49789,L65047,D,36,2017-05-05,15.68,17.98,362.37,11500.0,10973.15,0,Current,,
22651,L21637,D,36,2015-12-21,17.03,21.53,1620.0,27000.0,0.0,107,Charged Off,22811.69,2017-01-15
36445,L36495,C,36,2016-07-21,12.17,16.53,540.0,9000.0,6226.35,0,Current,,
73173,L82575,E,60,2017-07-21,25.48,29.79,128.0,1600.0,1600.0,0,Current,,
479,L7415,AA,36,2015-05-21,6.09,7.83,570.0,20000.0,5927.96,0,Current,,
53031,L56111,E,36,2017-03-07,24.34,29.04,186.0,3100.0,2854.05,0,Current,,
55970,L66267,C,60,2017-05-11,14.41,17.25,1500.0,25000.0,24424.23,0,Current,,
23543,L22759,B,36,2016-01-05,10.25,13.82,450.0,9000.0,0.0,0,Matured,,
58755,L62764,D,36,2017-04-21,13.49,17.89,300.0,5000.0,4655.38,0,Current,,
52905,L56067,C,36,2017-02-27,12.81,17.15,810.0,13500.0,0.0,0,Matured,,
23711,L39151,B,60,2016-08-23,11.13,13.15,900.48,20100.0,17007.34,0,Current,,
32334,L32353,D,36,2016-05-18,14.75,19.96,1050.0,15000.0,9309.98,0,Current,,
31388,L30481,A,36,2016-04-11,8.35,11.15,180.0,4500.0,2882.4,16,Delinquent,,
35554,L35598,C,36,2016-07-11,14.62,19.04,1500.0,25000.0,17899.48,0,Current,,
34765,L37351,A,36,2016-08-02,6.56,10.48,392.0,7000.0,5003.98,0,Current,,
532,L524,B,36,2014-07-22,9.19,11.78,500.0,10000.0,1943.79,0,Current,,
20945,L19845,D,36,2015-12-04,19.99,24.56,636.0,10600.0,0.0,0,Matured,,
69623,L77277,B,60,2017-06-29,11.65,14.92,403.67,5700.0,5700.0,0,Current,,
6246,L5294,AA,36,2015-03-23,6.12,8.17,240.0,8000.0,0.0,0,Matured,,
67387,L73868,E,60,2017-06-16,26.59,29.8,102.0,1700.0,1674.5,0,Current,,
24454,L23302,A,36,2016-01-12,5.63,9.1,500.0,10000.0,4697.77,0,Current,,
69987,L77353,B,60,2017-06-30,11.07,13.62,1680.0,30000.0,29410.02,0,Current,,
72851,L80713,E,60,2017-07-13,25.45,29.76,176.0,2200.0,2200.0,0,Current,,
50708,L53754,A,36,2017-02-06,7.69,11.65,940.8,16800.0,14683.65,0,Current,,
42638,L44040,D,36,2016-10-24,15.61,19.97,2100.0,35000.0,25852.28,0,Current,,
12745,L14256,E,36,2015-09-28,25.25,29.97,588.0,9800.0,0.0,126,Charged Off,6711.87,2017-06-29
13053,L11187,D,36,2015-08-11,19.27,23.83,2100.0,35000.0,0.0,196,Charged Off,24086.91,2017-04-17
22665,L21400,A,36,2015-12-16,7.82,11.33,150.0,3000.0,1503.84,0,Current,,
18948,L17332,E,36,2015-11-02,22.06,26.7,240.0,4000.0,0.0,0,Matured,,
4096,L3412,AA,36,2015-01-14,6.31,8.36,750.0,25000.0,0.0,0,Matured,,
69408,L76201,D,36,2017-06-26,14.54,18.97,540.0,9000.0,8793.96,0,Current,,
12557,L11094,D,36,2015-08-10,17.13,21.62,390.0,6500.0,0.0,0,Charged Off,5524.19,2016-10-09
2259,L38901,B,60,2016-08-19,15.78,18.44,1120.0,20000.0,0.0,0,Matured,,
56020,L59955,E,60,2017-04-05,17.71,20.64,1110.0,18500.0,17646.61,0,Current,,
935,L814,A,36,2014-08-20,7.46,10.24,200.0,5000.0,154.58,0,Current,,
52006,L54670,B,60,2017-02-13,15.63,18.29,1176.0,21000.0,19680.19,0,Current,,
53596,L58353,A,36,2017-03-21,8.0,11.97,252.0,4500.0,4054.44,0,Current,,
56025,L60120,C,36,2017-04-06,11.46,15.81,72.0,1200.0,1114.98,0,Current,,
32843,L32381,B,36,2016-05-24,10.89,14.92,1120.0,20000.0,13595.7,0,Current,,
69180,L77158,D,60,2017-06-29,16.73,19.63,1200.0,20000.0,19670.23,0,Current,,
14408,L12037,A,36,2015-08-26,6.83,10.32,600.0,12000.0,4074.6,0,Current,,
24285,L26216,A,36,2016-02-19,7.71,9.93,512.0,16000.0,8896.12,0,Current,,
32027,L31820,A,36,2016-05-06,7.68,11.64,448.0,8000.0,5104.45,0,Current,,
67551,L75477,E,60,2017-06-22,26.56,29.77,840.0,14000.0,13871.5,0,Current,,
20348,L19185,A,36,2015-11-24,7.0,10.5,625.0,12500.0,5645.0,0,Current,,
21759,L20267,A,36,2015-12-03,7.26,10.76,1750.0,35000.0,17471.97,0,Current,,
54446,L58686,B,36,2017-03-23,10.01,14.07,358.4,6400.0,5767.7,0,Current,,
65114,L71449,B,60,2017-06-07,11.28,13.83,448.0,8000.0,7899.09,0,Current,,
52578,L55964,C,36,2017-02-27,11.98,16.32,750.0,12500.0,10966.81,0,Current,,
16894,L14549,E,36,2015-10-05,21.6,26.21,390.0,6500.0,0.0,608,Charged Off,6932.68,2016-04-01
47765,L49905,E,36,2016-12-21,24.97,29.68,102.0,1700.0,0.0,0,Matured,,
45800,L53085,B,60,2017-01-27,15.41,18.04,560.0,10000.0,9440.23,0,Current,,
9673,L7912,C,36,2015-06-04,12.01,16.36,720.0,12000.0,0.0,0,Matured,,
17339,L27062,B,36,2016-02-29,8.84,11.65,272.0,6800.0,0.0,0,Matured,,
16322,L14785,B,36,2015-10-01,10.28,13.84,250.0,5000.0,2270.96,0,Current,,
53203,L86114,A,36,2017-07-31,7.22,11.41,238.2,4000.0,4000.0,0,Current,,
2768,L2216,C,36,2014-11-17,13.69,18.09,720.0,12000.0,3424.62,76,Delinquent,,
33640,L33199,B,36,2016-06-02,9.88,13.89,336.0,6000.0,0.0,0,Matured,,
36240,L42956,B,36,2016-10-11,11.57,15.61,112.0,2000.0,1565.68,0,Current,,
67109,L76762,B,60,2017-06-28,11.74,14.3,1120.0,20000.0,19750.68,0,Current,,
17473,L15596,E,36,2015-10-13,25.25,29.97,438.0,7300.0,0.0,0,Matured,,
33182,L32740,A,36,2016-05-25,7.42,11.36,616.0,11000.0,0.0,0,Matured,,
10708,L10600,AA,36,2015-07-30,6.07,7.81,255.0,10000.0,0.0,0,Matured,,
11995,L10209,D,36,2015-07-23,14.87,19.3,2100.0,35000.0,13437.63,0,Current,,
23204,L22258,A,36,2015-12-30,8.02,11.54,250.0,5000.0,0.0,0,Matured,,
11664,L9890,C,36,2015-07-17,12.1,16.46,246.0,4100.0,1534.76,0,Current,,
18383,L16707,E,36,2015-10-26,25.24,29.97,414.0,6900.0,0.0,0,Matured,,
68660,L76436,B,60,2017-06-27,12.37,14.95,1120.0,20000.0,19488.03,0,Current,,
68753,L75370,B,36,2017-06-22,10.98,15.01,190.4,3400.0,3273.4,0,Current,,
29516,L28529,A,36,2016-03-18,7.6,8.28,100.0,10000.0,5800.25,0,Current,,
37428,L37927,C,36,2016-08-08,14.79,19.22,480.0,8000.0,5889.76,0,Current,,
67856,L77055,B,60,2017-06-29,12.28,14.86,896.0,16000.0,16000.0,0,Current,,
4649,L14513,C,36,2015-09-29,11.44,15.78,300.0,5000.0,0.0,334,Charged Off,3968.8,2016-12-31
40995,L41763,B,36,2016-09-26,11.95,16.0,319.2,5700.0,3337.17,0,Current,,
58082,L61857,E,60,2017-04-17,26.55,29.76,210.0,3500.0,3391.56,0,Current,,
15083,L12592,C,36,2015-09-08,12.72,17.09,702.0,11700.0,5044.95,0,Current,,
53362,L56578,B,60,2017-03-06,14.06,16.69,280.0,5000.0,3867.72,0,Current,,
49777,L52306,C,36,2017-01-20,12.15,16.52,900.0,15000.0,12854.54,0,Current,,
64236,L70358,C,36,2017-06-01,12.32,18.24,104.0,1300.0,1232.17,0,Current,,
6773,L5497,A,36,2015-03-30,7.96,11.47,250.0,5000.0,0.0,0,Matured,,
22684,L32124,A,36,2016-05-13,6.56,8.51,311.52,11000.0,6950.36,0,Current,,
58229,L64401,E,60,2017-05-02,26.11,29.32,750.0,12500.0,12293.21,0,Current,,
30225,L30470,B,36,2016-04-11,8.99,11.8,200.0,5000.0,3077.39,0,Current,,
24675,L23389,B,36,2016-01-19,11.3,14.89,565.0,11300.0,6121.25,0,Current,,
52092,L54721,B,60,2017-02-13,13.16,15.74,392.0,7000.0,6434.08,0,Current,,
12689,L29917,A,60,2016-04-01,10.97,11.96,337.2,15000.0,11975.42,0,Current,,
53514,L68484,B,36,2017-05-23,10.17,14.15,471.16,8500.0,8085.66,0,Current,,
57908,L61654,A,36,2017-04-17,8.76,12.74,464.8,8300.0,7187.15,0,Current,,
63591,L69286,C,36,2017-05-26,12.6,16.99,120.0,2000.0,2000.0,36,Delinquent,,
24502,L23630,D,36,2016-01-19,17.94,22.46,780.0,13000.0,5835.66,0,Current,,
23587,L24556,D,36,2016-01-28,20.96,23.98,532.0,13300.0,7613.28,0,Current,,
9268,L7559,B,36,2015-05-27,10.67,14.24,1750.0,35000.0,10873.21,0,Current,,
33751,L33753,A,36,2016-06-10,8.42,12.39,952.0,17000.0,11345.25,0,Current,,
41361,L42534,B,36,2016-10-04,10.32,14.33,2161.6,38600.0,30026.03,0,Current,,
19905,L18642,A,36,2015-11-17,7.04,10.54,1000.0,20000.0,9401.0,0,Current,,
59256,L63438,C,36,2017-04-26,11.2,15.13,545.5,10000.0,9287.62,0,Current,,
10547,L8876,A,36,2015-06-25,6.61,10.09,1350.0,27000.0,8824.07,0,Current,,
34474,L41224,B,36,2016-09-21,11.78,15.83,1512.0,27000.0,20414.17,0,Current,,
8950,L17871,AA,36,2015-11-13,5.03,5.03,0.0,10000.0,4634.74,0,Current,,
38245,L38897,E,36,2016-08-19,25.26,29.98,1002.0,16700.0,0.0,0,Matured,,
64927,L71716,AA,60,2017-06-08,8.87,11.36,952.0,17000.0,16772.09,0,Current,,
26366,L24836,A,36,2016-02-01,7.8,10.59,360.0,9000.0,4923.26,0,Current,,
16106,L13359,D,36,2015-09-15,21.76,26.38,600.0,10000.0,4672.67,0,Current,,
49431,L64078,E,60,2017-05-01,22.33,25.41,750.0,12500.0,12284.21,0,Current,,
61429,L66552,AA,60,2017-05-15,9.1,11.93,788.13,12500.0,12171.6,0,Current,,
52676,L55526,A,36,2017-02-21,7.91,11.87,168.0,3000.0,2369.02,0,Current,,
54666,L63004,AA,60,2017-04-24,9.06,11.84,620.5,10000.0,9599.27,0,Current,,
41426,L43416,B,36,2016-10-17,12.49,16.55,823.2,14700.0,0.0,0,Matured,,
57188,L61118,B,60,2017-04-12,11.1,13.65,1400.0,25000.0,24048.7,0,Current,,
8681,L7383,B,36,2015-05-21,10.13,13.7,650.0,13000.0,0.0,0,Matured,,
8345,L7626,C,36,2015-05-28,13.4,17.1,1989.0,34000.0,0.0,670,Charged Off,33473.83,2016-01-30
42383,L43789,A,36,2016-10-18,7.06,10.99,240.8,4300.0,3307.89,0,Current,,
8200,L6771,C,36,2015-05-05,12.75,17.13,420.0,7000.0,0.0,0,Matured,,
51856,L55750,B,36,2017-02-23,10.16,14.18,240.8,4300.0,3756.87,0,Current,,
53635,L66246,E,60,2017-05-11,21.25,23.84,256.2,5000.0,4676.5,0,Current,,
49991,L67634,E,60,2017-05-18,17.22,20.31,506.4,8000.0,7829.35,0,Current,,
68247,L74629,A,60,2017-06-20,10.73,13.88,757.57,11000.0,1849.06,0,Current,,
24405,L23454,C,36,2016-01-13,11.61,15.96,240.0,4000.0,0.0,0,Matured,,
46061,L48099,A,36,2016-12-05,7.41,11.35,224.0,4000.0,3297.6,0,Current,,
56773,L60722,E,60,2017-04-11,18.0,20.94,384.0,6400.0,6031.55,0,Current,,
27399,L26150,C,36,2016-02-18,12.47,16.08,200.0,4000.0,1728.45,0,Current,,
18967,L17397,D,36,2015-11-03,14.0,18.41,420.0,7000.0,3470.66,0,Current,,
849,L686,C,36,2014-08-15,12.68,17.06,540.0,9000.0,298.89,0,Current,,
28658,L71142,D,60,2017-06-06,16.37,19.53,1626.25,25000.0,24679.9,0,Current,,
49436,L52752,B,36,2017-01-25,10.92,14.89,229.6,4100.0,3467.44,0,Current,,
34037,L33765,B,60,2016-06-10,13.16,15.76,1120.0,20000.0,0.0,0,Matured,,
37672,L38332,A,36,2016-08-12,5.79,9.69,112.0,2000.0,819.46,0,Current,,
54516,L57683,A,60,2017-03-14,10.65,13.19,280.0,5000.0,4747.59,0,Current,,
22487,L57145,A,60,2017-03-10,11.19,13.75,425.6,7600.0,7215.12,0,Current,,
44401,L61784,D,36,2017-04-17,13.53,15.96,252.9,7500.0,6963.46,0,Current,,
10542,L8759,A,36,2015-06-23,6.47,9.96,850.0,17000.0,0.0,0,Matured,,
34495,L35817,A,36,2016-07-13,5.51,9.41,235.2,4200.0,2833.24,0,Current,,
3282,L2774,A,36,2014-12-19,7.13,10.62,1250.0,25000.0,0.0,0,Matured,,
15953,L13257,B,36,2015-09-14,10.09,13.64,500.0,10000.0,4264.63,0,Current,,
42964,L44991,C,36,2016-10-31,13.75,18.14,690.0,11500.0,8971.7,0,Current,,
15430,L12882,B,36,2015-09-09,9.03,12.57,250.0,5000.0,2031.56,0,Current,,
54187,L57690,C,36,2017-03-15,12.36,16.74,708.0,11800.0,10640.96,0,Current,,
54671,L57922,C,36,2017-03-16,13.88,18.31,720.0,12000.0,0.0,0,Matured,,
11017,L17474,B,36,2015-11-05,7.74,11.26,860.0,17200.0,8132.52,0,Current,,
54136,L71123,C,36,2017-06-06,13.32,16.96,1251.25,25000.0,24427.38,0,Current,,
57671,L63599,A,36,2017-05-01,7.96,13.73,120.0,1500.0,1425.75,0,Current,,
42750,L44053,E,36,2016-10-20,24.49,29.18,120.0,2000.0,1630.59,0,Current,,
70885,L81183,D,60,2017-07-17,15.86,19.69,236.13,3000.0,3000.0,0,Current,,
8260,L6681,B,36,2015-05-04,9.49,13.03,1250.0,25000.0,7667.8,0,Current,,
55367,L58819,A,60,2017-03-29,10.16,12.67,812.0,14500.0,12732.75,0,Current,,
49456,L51877,B,36,2017-01-17,8.61,12.6,224.0,4000.0,3400.38,0,Current,,
72515,L80298,E,60,2017-07-12,18.05,21.38,943.6,14000.0,14000.0,0,Current,,
69759,L76808,B,36,2017-06-28,10.57,14.59,84.0,1500.0,1464.22,0,Current,,
5662,L7343,AA,36,2015-05-21,6.2,8.25,120.0,4000.0,825.13,0,Current,,
48638,L51384,B,36,2017-01-11,11.76,15.81,252.0,4500.0,3845.24,0,Current,,
17173,L16611,E,36,2015-11-04,21.02,25.62,1980.0,33000.0,0.0,331,Charged Off,35061.72,2017-01-03
19080,L17547,A,36,2015-11-05,5.64,9.11,415.0,8300.0,0.0,0,Matured,,
39776,L41166,B,36,2016-09-21,10.93,14.95,840.0,15000.0,11305.84,0,Current,,
33471,L35204,D,36,2016-07-05,15.24,19.69,330.0,5500.0,3739.64,0,Current,,
46484,L48767,E,36,2016-12-12,25.02,29.68,1464.0,24400.0,21019.0,0,Current,,
26216,L27615,E,36,2016-03-04,26.04,29.97,500.0,10000.0,6552.01,0,Current,,
8248,L6806,A,36,2015-05-06,7.63,11.13,1000.0,20000.0,0.0,0,Matured,,
75088,L86310,B,60,2017-07-31,13.07,16.24,881.66,13000.0,13000.0,0,Current,,
72422,L80237,B,36,2017-07-12,9.79,15.62,88.0,1100.0,1100.0,0,Current,,
67012,L73178,D,60,2017-06-14,17.09,20.0,630.0,10500.0,10326.99,0,Current,,
63722,L80843,B,60,2017-07-13,12.11,14.68,616.0,11000.0,11000.0,0,Current,,
56941,L60795,C,60,2017-04-11,14.12,16.94,120.0,2000.0,1889.3,0,Current,,
4604,L3872,C,36,2015-02-03,13.14,17.52,780.0,13000.0,2932.55,0,Current,,
15057,L12671,D,36,2015-09-08,17.37,21.86,594.0,9900.0,4060.54,0,Current,,
44644,L46225,E,36,2016-11-14,24.98,29.7,588.0,9800.0,8192.96,0,Current,,
63464,L69066,C,60,2017-05-25,14.89,18.01,392.28,6000.0,5823.96,0,Current,,
12485,L10629,D,36,2015-07-31,15.68,20.13,2100.0,35000.0,0.0,0,Matured,,
438,L28438,E,36,2016-03-18,22.7,24.82,196.7,7000.0,4458.99,0,Current,,
74733,L83646,E,36,2017-07-24,20.12,24.83,214.66,3500.0,3500.0,0,Current,,
52614,L55523,B,60,2017-02-21,13.8,16.41,672.0,12000.0,11273.95,0,Current,,
72236,L80014,E,60,2017-07-19,20.44,23.63,2991.08,47000.0,47000.0,0,Current,,
319,L1893,D,36,2014-10-30,16.63,21.1,1320.0,22000.0,0.0,0,Matured,,
41028,L41915,E,36,2016-09-27,25.18,29.9,294.0,4900.0,0.0,0,Matured,,
53055,L56075,B,36,2017-02-27,9.35,13.31,672.0,12000.0,10520.38,0,Current,,
26677,L26263,B,36,2016-02-19,12.21,15.08,348.0,8700.0,0.0,0,Matured,,
67955,L74633,E,60,2017-06-23,17.28,20.19,2100.0,35000.0,34621.84,0,Current,,
13059,L11003,A,36,2015-08-07,7.67,11.18,1000.0,20000.0,7724.16,0,Current,,
17374,L16007,A,36,2015-10-22,7.64,11.15,645.0,12900.0,5733.99,0,Current,,
39412,L40607,B,36,2016-09-14,11.02,15.05,481.6,8600.0,6484.15,0,Current,,
60220,L64896,E,60,2017-05-04,17.89,20.83,300.0,5000.0,0.0,0,Matured,,
29015,L28857,B,36,2016-03-28,11.88,14.74,200.0,5000.0,0.0,0,Matured,,
67914,L77167,D,60,2017-06-29,15.79,18.94,1359.37,20700.0,20386.38,0,Current,,
9041,L8528,C,36,2015-06-22,12.09,16.45,300.0,5000.0,1883.68,10,In Grace,,
28891,L27759,D,36,2016-03-07,15.72,19.41,1500.0,30000.0,0.0,0,Matured,,
75875,L86184,C,36,2017-07-31,11.93,15.67,520.5,10000.0,10000.0,0,Current,,
5351,L4386,A,36,2015-02-24,7.61,11.12,350.0,7000.0,0.0,0,Matured,,
16131,L13312,D,36,2015-09-15,17.7,22.2,636.0,10600.0,0.0,198,Charged Off,7349.37,2017-05-16
9248,L7797,A,36,2015-06-01,8.51,12.04,1750.0,35000.0,11702.15,0,Current,,
26789,L25318,B,36,2016-02-08,10.14,12.97,800.0,20000.0,11013.86,0,Current,,
14446,L12066,B,36,2015-08-26,9.84,13.39,1000.0,20000.0,7901.05,0,Current,,
59098,L63220,B,36,2017-04-25,10.63,14.65,441.45,7900.0,7332.63,0,Current,,
23933,L22506,B,36,2016-01-04,10.79,14.36,265.0,5300.0,2861.11,0,Current,,
4066,L3399,AA,36,2015-01-14,6.42,8.48,750.0,25000.0,0.0,0,Matured,,
60758,L67255,E,60,2017-05-17,17.43,20.36,612.0,10200.0,9983.68,0,Current,,
30378,L31220,D,36,2016-04-22,17.35,18.25,112.5,9000.0,5754.14,0,Current,,
57933,L74891,C,60,2017-06-23,14.18,16.15,594.72,14000.0,13836.06,0,Current,,
48214,L64454,E,60,2017-05-02,27.04,29.79,363.8,7100.0,7056.6,0,Current,,
72066,L82093,AA,60,2017-07-24,8.96,12.31,316.78,4300.0,4300.0,0,Current,,
17569,L18224,A,36,2015-11-12,7.46,10.97,350.0,7000.0,0.0,0,Matured,,
8567,L7179,A,36,2015-05-21,6.98,10.47,500.0,10000.0,2991.66,0,Current,,
11486,L9786,C,36,2015-07-15,12.78,17.15,1800.0,30000.0,0.0,531,Charged Off,29089.34,2016-02-18
70595,L78219,C,36,2017-07-05,12.27,16.65,120.0,2000.0,2000.0,0,Current,,
73990,L82264,E,36,2017-07-21,21.56,25.67,426.4,8000.0,8000.0,0,Current,,
74160,L83990,E,60,2017-07-24,21.07,24.53,577.41,8500.0,8500.0,0,Current,,
32960,L32539,B,36,2016-05-24,9.61,12.43,400.0,10000.0,6736.26,0,Current,,
21347,L20469,C,36,2015-12-07,12.01,16.37,600.0,10000.0,5144.69,0,Current,,
23298,L26009,C,36,2016-02-19,14.79,17.7,1400.0,35000.0,20356.94,0,Current,,
13314,L11174,A,36,2015-08-11,8.28,11.8,500.0,10000.0,3859.07,0,Current,,
59798,L64268,A,60,2017-05-01,10.75,13.29,1120.0,20000.0,19084.01,0,Current,,
1979,L39481,C,36,2016-08-29,13.46,15.88,1686.0,50000.0,38095.18,0,Current,,
19808,L18435,A,36,2015-11-16,5.6,9.07,550.0,11000.0,5115.1,0,Current,,
14919,L12412,B,36,2015-09-01,10.29,13.86,310.0,6200.0,2417.19,0,Current,,
70152,L77725,A,60,2017-07-03,9.31,12.26,1433.79,21900.0,21900.0,0,Current,,
60900,L65636,C,60,2017-05-09,14.69,17.7,759.6,12000.0,11725.71,0,Current,,
13057,L10919,A,36,2015-08-05,7.21,10.7,500.0,10000.0,3862.09,0,Current,,
20037,L18545,C,36,2015-11-18,11.01,15.34,1590.0,26500.0,0.0,0,Matured,,
72262,L84479,B,36,2017-07-25,9.53,13.28,473.4,9000.0,9000.0,0,Current,,
14452,L12206,A,36,2015-08-28,8.37,11.9,500.0,10000.0,0.0,0,Matured,,
69172,L78617,C,60,2017-07-06,15.2,18.36,1272.45,19300.0,19300.0,0,Current,,
71013,L80959,C,36,2017-07-14,13.02,17.42,360.0,6000.0,6000.0,0,Current,,
37909,L38817,A,36,2016-08-18,5.72,9.62,952.0,17000.0,12103.19,0,Current,,
23922,L22624,C,36,2016-01-04,12.22,16.59,900.0,15000.0,8157.28,0,Current,,
2349,L10384,A,36,2015-07-28,6.58,9.53,425.0,10000.0,0.0,0,Matured,,
37431,L37724,B,36,2016-08-04,11.04,15.07,392.0,7000.0,4859.04,0,Current,,
15068,L12632,D,36,2015-09-04,22.99,27.65,1080.0,18000.0,8474.04,0,Current,,
4058,L3287,B,36,2015-01-09,12.68,16.29,600.0,12000.0,2300.12,0,Current,,
67223,L73316,E,60,2017-06-14,25.48,29.78,152.0,1900.0,1883.47,0,Current,,
57504,L62836,D,60,2017-04-21,15.94,18.81,480.0,8000.0,7731.53,0,Current,,
72022,L79918,D,60,2017-07-11,15.81,19.02,670.5,10000.0,10000.0,0,Current,,
49918,L61708,C,36,2017-04-17,11.57,15.93,126.0,2100.0,1950.51,0,Current,,
59126,L69949,B,36,2017-05-30,9.94,13.1,416.36,9300.0,9035.45,0,Current,,
65443,L74120,E,60,2017-06-19,26.08,29.77,745.09,10800.0,10707.55,0,Current,,
6710,L5482,A,36,2015-03-30,7.93,11.45,1000.0,20000.0,4799.46,0,Current,,
12194,L17771,A,36,2015-11-09,7.36,10.87,325.0,6500.0,3055.92,0,Current,,
65033,L71356,E,60,2017-06-06,17.31,20.73,440.87,6300.0,6231.98,0,Current,,
8084,L18779,B,36,2015-11-18,8.63,12.17,1270.0,25400.0,12092.69,0,Current,,
48448,L50968,C,36,2017-01-06,13.02,17.41,516.0,8600.0,7383.69,0,Current,,
60902,L67561,E,60,2017-05-18,26.55,29.78,66.0,1100.0,1081.98,0,Current,,
14238,L19328,A,36,2015-11-27,5.51,8.98,750.0,15000.0,6972.56,0,Current,,
23900,L52687,B,60,2017-01-24,12.85,14.9,591.36,13200.0,12219.27,0,Current,,
47951,L51037,C,36,2017-01-09,14.63,19.06,720.0,12000.0,11395.51,114,Delinquent,,
25930,L24441,E,36,2016-01-27,24.54,28.43,730.0,14600.0,0.0,0,Matured,,
1796,L64284,C,60,2017-05-02,13.96,16.04,378.68,8500.0,8146.34,0,Current,,
57458,L61266,E,60,2017-04-13,17.5,20.42,600.0,10000.0,9618.75,0,Current,,
23039,L27915,A,60,2016-03-09,10.15,11.57,345.6,10800.0,8429.1,0,Current,,
17044,L36623,B,60,2016-07-27,16.83,18.31,1573.5,50000.0,42977.91,0,Current,,
73924,L86083,D,60,2017-07-31,16.55,19.96,422.28,6000.0,6000.0,0,Current,,
61328,L66966,C,60,2017-05-16,14.2,17.03,3000.0,50000.0,48841.93,0,Current,,
73537,L83057,B,60,2017-07-20,11.47,14.53,1160.78,17500.0,17120.8,0,Current,,
2306,L14056,A,36,2015-09-24,6.24,9.18,510.0,12000.0,0.0,0,Matured,,
44676,L46741,C,36,2016-11-17,13.7,18.1,600.0,10000.0,8111.53,0,Current,,
15656,L32406,C,36,2016-05-19,13.12,15.12,663.16,23600.0,15470.08,0,Current,,
68223,L74662,E,60,2017-06-20,26.55,29.76,168.0,2800.0,2776.33,0,Current,,
21431,L21563,B,60,2015-12-18,16.37,18.26,400.0,10000.0,7581.52,0,Current,,
64445,L70623,D,60,2017-06-02,16.24,19.59,484.33,7000.0,6922.29,0,Current,,
63540,L69281,C,60,2017-05-30,14.24,17.08,1307.23,21600.0,21006.03,0,Current,,
4005,L5610,B,36,2015-04-01,10.29,13.85,1250.0,25000.0,6989.81,0,Current,,
66888,L76054,A,60,2017-06-26,9.85,12.36,728.0,13000.0,12798.39,0,Current,,
48631,L51122,C,36,2017-01-09,13.32,17.72,960.0,16000.0,13625.12,0,Current,,
22399,L20962,E,36,2015-12-10,23.74,28.43,900.0,15000.0,8292.59,0,Current,,
15330,L13228,D,36,2015-09-14,18.6,23.13,240.0,4000.0,2050.41,48,Delinquent,,
75674,L85786,C,36,2017-07-28,11.92,15.61,968.81,19000.0,19000.0,0,Current,,
47845,L53644,A,36,2017-02-02,8.03,12.0,280.0,5000.0,4372.88,0,Current,,
8822,L9353,B,36,2015-07-06,11.11,14.69,825.0,16500.0,0.0,0,Charged Off,10733.73,2017-03-02
3649,L18500,C,36,2015-11-16,13.41,17.12,280.5,5500.0,2702.1,0,Current,,
58819,L62821,C,60,2017-04-21,14.37,17.2,540.0,9000.0,8685.29,0,Current,,
2886,L62711,B,36,2017-04-20,9.13,11.33,157.35,5000.0,4633.15,0,Current,,
12398,L10368,B,36,2015-07-27,10.36,13.92,1000.0,20000.0,0.0,0,Matured,,
31262,L30296,C,36,2016-04-07,14.7,18.37,750.0,15000.0,8988.98,0,Current,,
1358,L1045,D,36,2014-09-10,17.98,22.5,1500.0,25000.0,1839.36,0,Current,,
68556,L77000,B,60,2017-06-29,13.23,16.42,571.2,8400.0,8400.0,0,Current,,
1703,L1715,C,36,2014-10-30,13.01,17.4,1500.0,25000.0,1531.92,0,Current,,
12812,L17286,B,36,2015-11-02,9.96,13.52,400.0,8000.0,0.0,0,Matured,,
29330,L28335,D,36,2016-03-16,21.74,25.57,2500.0,50000.0,33206.48,16,Delinquent,,
37202,L37482,A,60,2016-08-02,9.44,11.94,560.0,10000.0,8497.93,0,Current,,
66337,L72456,B,60,2017-06-12,13.42,16.03,425.6,7600.0,7509.25,0,Current,,
